CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Satisfaction Score,Card Type,Point Earned
655,France,Female,60,3,0.0,2,1,1,86981.45,1,PLATINUM,947
707,Spain,Female,32,4,132835.56,1,0,0,136877.24,2,SILVER,745
501,France,Female,41,3,144260.5,1,1,0,172114.67,5,DIAMOND,518
733,France,Female,24,3,161884.99,1,1,1,9617.24,4,DIAMOND,603
646,Germany,Female,35,1,121952.75,2,1,1,142839.82,4,PLATINUM,316
789,Germany,Male,33,8,151607.56,1,1,0,4389.4,4,SILVER,513
746,France,Male,36,7,142400.77,1,1,1,193438.69,4,DIAMOND,452
762,France,Male,53,1,102520.37,1,1,1,170195.4,2,SILVER,876
652,France,Male,38,6,0.0,2,1,1,145700.22,2,PLATINUM,691
611,France,Male,30,2,104145.65,1,0,0,159629.64,2,SILVER,741
579,France,Male,31,9,0.0,1,0,1,139048.0,5,SILVER,779
659,France,Male,32,9,95377.13,1,0,1,187551.24,2,SILVER,846
740,Spain,Female,56,4,99097.33,1,1,1,85016.64,4,PLATINUM,823
700,France,Male,38,9,65962.63,1,1,1,100950.48,2,PLATINUM,419
606,France,Male,47,3,93578.68,2,0,1,137720.56,5,GOLD,537
557,France,Female,27,2,0.0,2,0,1,4497.55,3,SILVER,803
732,France,Female,34,8,122338.43,2,1,0,187985.85,1,PLATINUM,254
612,Germany,Male,44,2,115163.38,1,1,1,97677.52,1,DIAMOND,244
526,Germany,Male,50,5,124233.24,1,0,1,159456.87,5,SILVER,577
802,France,Male,29,9,127414.55,1,1,1,134459.12,2,GOLD,944
743,France,Male,71,0,0.0,2,0,1,29837.65,5,PLATINUM,330
518,France,Female,45,8,0.0,2,1,1,36193.07,1,SILVER,916
706,Spain,Male,24,2,141078.57,1,1,1,24402.87,3,GOLD,563
658,France,Female,40,7,140596.95,1,0,1,135459.02,2,DIAMOND,411
701,Spain,Male,28,1,103421.32,1,0,1,76304.73,5,PLATINUM,499
537,France,Male,59,9,0.0,2,0,0,103799.77,4,GOLD,948
850,Germany,Male,40,6,94607.08,1,1,0,36690.49,5,DIAMOND,460
779,France,Female,42,5,0.0,2,0,0,25951.91,1,SILVER,530
479,France,Female,33,2,208165.53,1,0,0,50774.81,5,PLATINUM,765
493,France,Female,37,8,142987.46,2,1,0,158840.99,4,DIAMOND,660
691,France,Female,29,9,0.0,2,0,0,199635.93,4,GOLD,728
779,France,Male,49,9,106160.37,1,0,0,116893.87,4,PLATINUM,905
767,France,Female,44,2,152509.25,1,1,1,136915.15,4,GOLD,777
670,Spain,Male,42,3,81589.04,1,1,0,188227.8,2,GOLD,984
680,France,Female,24,10,0.0,3,1,0,154971.63,3,SILVER,434
519,Germany,Male,38,1,114141.64,1,1,1,60988.21,5,GOLD,748
658,France,Male,31,5,100082.14,1,0,1,49809.88,3,GOLD,967
655,France,Female,45,0,0.0,2,1,0,166830.71,2,GOLD,434
524,Spain,Female,64,5,0.0,1,1,0,136079.64,2,GOLD,364
492,France,Female,28,9,0.0,2,1,0,95957.09,4,GOLD,980
850,Spain,Female,57,8,126776.3,2,1,1,132298.49,3,GOLD,244
803,Germany,Male,34,4,142929.16,2,1,1,114869.56,2,GOLD,325
649,Spain,Male,32,1,0.0,1,0,1,91167.19,5,SILVER,373
612,France,Female,35,3,0.0,1,1,1,48108.72,4,GOLD,334
529,France,Male,22,5,0.0,1,1,0,151169.83,5,PLATINUM,588
468,Germany,Male,42,9,181627.14,2,1,0,172668.39,1,PLATINUM,506
717,Spain,Female,36,2,164557.95,1,0,1,82336.73,2,GOLD,321
602,France,Male,59,7,0.0,2,1,1,162347.05,3,SILVER,280
595,Spain,Male,23,7,0.0,2,1,1,168085.97,5,PLATINUM,487
648,Spain,Male,35,7,0.0,2,1,1,78436.36,2,SILVER,853
634,France,Female,36,1,69518.95,1,1,0,116238.39,5,PLATINUM,541
699,Spain,Female,29,9,127570.93,2,1,0,164756.81,1,SILVER,901
718,Spain,Male,40,9,0.0,2,0,0,121537.91,4,GOLD,299
682,France,Female,42,0,0.0,1,0,1,91981.85,5,GOLD,361
709,France,Female,24,3,110949.41,1,1,1,168515.61,5,DIAMOND,234
580,Germany,Male,35,9,121355.19,1,0,1,35671.45,2,SILVER,235
670,France,Male,38,7,0.0,2,1,1,77864.41,1,GOLD,794
674,Spain,Male,39,6,120193.42,1,0,0,100130.95,1,PLATINUM,510
772,Spain,Male,41,10,96032.22,1,1,1,75825.57,3,DIAMOND,317
728,Spain,Female,43,8,128412.61,1,0,1,139024.31,4,PLATINUM,576
681,Spain,Male,30,2,128393.29,1,1,1,180593.45,1,SILVER,906
709,Spain,Female,45,2,0.0,2,0,1,162922.65,1,PLATINUM,815
580,Germany,Male,35,10,136281.41,2,1,1,24799.47,3,GOLD,722
573,Spain,Male,28,8,0.0,2,0,0,77660.03,4,PLATINUM,668
812,Germany,Male,39,5,115730.71,3,1,1,185599.34,1,SILVER,380
596,Spain,Male,60,7,121907.97,1,0,1,30314.04,5,GOLD,774
719,Spain,Female,32,7,0.0,1,0,0,76264.27,3,PLATINUM,677
516,Germany,Female,33,10,138847.9,1,1,1,127256.7,3,DIAMOND,465
723,France,Male,48,7,0.0,2,1,1,150694.58,1,PLATINUM,501
567,Spain,Male,40,8,28649.64,1,1,1,95140.62,2,SILVER,488
850,Spain,Female,38,3,0.0,2,0,1,179360.76,2,DIAMOND,729
580,Germany,Male,39,3,119688.81,1,1,0,137041.26,4,DIAMOND,804
812,Spain,Female,24,1,92476.88,1,0,0,83247.14,4,GOLD,816
678,France,Female,32,9,0.0,1,1,1,148210.64,4,GOLD,983
623,France,Female,39,1,160903.2,1,0,0,78774.36,5,PLATINUM,633
572,Germany,Male,51,8,97750.07,3,1,1,193014.26,2,PLATINUM,740
710,France,Female,33,2,0.0,2,1,0,72945.32,4,DIAMOND,221
563,Germany,Male,44,7,105007.31,2,1,1,197812.16,4,GOLD,481
677,France,Male,27,2,0.0,2,1,1,20092.89,3,PLATINUM,737
526,France,Male,30,9,0.0,2,0,0,100995.68,1,PLATINUM,518
693,France,Male,43,6,128760.32,1,1,0,36342.79,2,PLATINUM,488
637,Germany,Male,30,6,122641.56,2,1,0,65618.01,4,SILVER,816
581,France,Male,38,1,0.0,2,1,0,46176.22,2,PLATINUM,950
746,France,Female,32,4,0.0,2,1,1,72909.75,3,DIAMOND,468
654,France,Female,24,8,145081.73,1,1,1,130075.07,3,PLATINUM,814
572,Germany,Female,48,3,152827.99,1,1,0,38411.79,5,GOLD,352
590,France,Female,29,4,0.0,2,1,0,121846.81,1,SILVER,339
637,Spain,Female,34,9,0.0,2,0,0,26057.08,5,GOLD,365
577,France,Male,29,7,0.0,2,1,1,55473.15,5,GOLD,488
634,France,Female,41,7,0.0,2,1,1,131284.93,4,SILVER,894
556,France,Female,36,2,134208.22,1,0,1,177670.57,4,GOLD,343
657,France,Male,33,1,84309.57,2,0,0,103914.4,2,SILVER,772
698,France,Female,37,2,166178.02,2,1,1,71972.95,5,PLATINUM,275
678,France,Female,26,1,0.0,2,1,0,45443.68,5,DIAMOND,278
633,France,Male,40,4,150578.0,1,0,1,34670.62,2,PLATINUM,683
662,France,Male,26,0,0.0,2,0,1,72929.96,1,SILVER,537
730,Spain,Female,43,1,103960.38,1,1,1,193650.16,2,DIAMOND,348
785,Spain,Female,54,1,0.0,2,1,0,45113.92,5,PLATINUM,287
584,Spain,Male,36,4,82696.09,2,0,0,83058.14,5,PLATINUM,925
663,France,Male,35,9,0.0,2,1,1,195580.28,2,DIAMOND,569
649,France,Male,38,1,122214.0,1,0,1,88965.46,3,DIAMOND,591
651,France,Male,34,3,0.0,2,1,1,105599.65,5,SILVER,632
688,Spain,Male,36,0,89772.3,1,1,0,177383.68,5,DIAMOND,663
581,Germany,Male,40,0,101016.53,1,0,1,7926.35,3,SILVER,783
668,Spain,Male,43,10,113034.31,1,1,1,100423.88,5,PLATINUM,470
634,Germany,Female,53,3,113781.5,2,1,1,106345.05,5,GOLD,559
628,France,Male,69,5,0.0,2,1,1,181964.6,3,DIAMOND,348
617,France,Male,40,5,190008.32,2,1,1,107047.92,4,GOLD,486
650,Spain,Female,50,7,129667.77,1,0,0,42028.16,5,PLATINUM,485
786,Spain,Male,31,9,0.0,2,1,1,18210.36,1,SILVER,400
756,France,Male,60,2,0.0,1,1,1,166513.49,3,DIAMOND,858
622,France,Female,39,9,83456.79,2,0,0,38882.34,3,GOLD,342
690,France,Male,47,2,0.0,2,1,0,151375.73,2,PLATINUM,289
677,Germany,Female,44,4,148770.61,2,1,1,191057.76,2,PLATINUM,277
468,France,Female,42,5,0.0,2,1,0,125305.34,3,GOLD,780
642,Germany,Female,39,8,128264.03,1,1,0,61792.76,1,GOLD,280
667,Germany,Female,37,5,92171.35,3,1,0,178106.34,2,DIAMOND,641
520,France,Male,35,9,105387.89,1,1,1,25059.06,5,DIAMOND,471
736,France,Female,30,9,0.0,2,1,0,34180.33,3,GOLD,341
726,France,Female,32,8,0.0,2,0,0,185075.63,2,SILVER,233
427,Spain,Male,40,8,0.0,2,1,1,82870.75,5,SILVER,778
647,Spain,Male,47,10,99835.17,1,0,1,89103.05,3,DIAMOND,554
770,France,Male,31,3,155047.56,2,1,1,186064.34,4,DIAMOND,948
619,Spain,Male,46,8,62400.48,1,1,1,132498.39,5,GOLD,862
612,France,Female,38,7,110615.47,1,1,1,193502.93,5,DIAMOND,802
653,Germany,Male,58,1,132602.88,1,1,0,5097.67,2,SILVER,163
677,France,Male,36,4,0.0,2,1,0,7824.31,3,PLATINUM,760
539,Germany,Female,38,8,82407.51,1,1,0,13123.41,2,SILVER,327
648,France,Female,43,7,139972.18,1,1,0,143668.58,5,PLATINUM,586
710,Germany,Female,30,10,133537.1,2,1,0,155593.74,1,PLATINUM,464
678,Germany,Male,23,10,115563.71,1,1,1,91633.53,3,DIAMOND,297
668,Spain,Male,43,1,147167.25,1,0,0,141679.73,1,DIAMOND,431
494,France,Female,33,1,137853.0,1,0,1,90273.85,3,SILVER,674
739,Germany,Female,25,5,113113.12,1,1,0,129181.27,5,DIAMOND,796
674,Germany,Female,27,4,111568.01,1,0,1,22026.18,4,DIAMOND,666
622,Spain,Female,58,2,0.0,2,1,1,33277.31,5,PLATINUM,746
725,France,Male,66,4,86459.8,1,1,1,141476.56,5,DIAMOND,279
686,Germany,Male,33,9,141918.09,2,0,1,184036.47,4,GOLD,976
791,Germany,Male,31,1,130240.33,1,0,0,96546.55,1,GOLD,608
585,Germany,Male,50,2,125845.66,1,1,0,9439.31,1,PLATINUM,767
684,Spain,Female,41,7,0.0,1,1,1,138394.37,2,SILVER,795
516,France,Male,51,8,120124.35,2,0,1,168773.54,2,PLATINUM,286
730,Spain,Male,42,4,0.0,2,0,1,85982.47,4,DIAMOND,722
767,France,Male,36,3,0.0,1,0,0,65147.27,2,DIAMOND,470
523,France,Female,28,2,121164.11,1,1,1,59938.81,3,GOLD,496
801,Spain,Male,42,4,141947.67,1,1,1,10598.29,3,SILVER,687
545,Spain,Male,36,8,73211.12,2,1,0,89587.34,3,PLATINUM,472
571,France,Female,33,9,102017.25,2,0,0,128600.49,4,GOLD,798
618,France,Male,30,3,133844.22,1,1,1,31406.93,5,GOLD,422
490,Spain,Male,40,6,156111.08,1,0,0,190889.13,3,SILVER,759
823,Germany,Female,53,4,124954.94,1,0,1,131259.6,1,DIAMOND,242
509,Spain,Female,25,3,108738.71,2,1,0,106920.57,3,DIAMOND,595
645,France,Female,37,1,0.0,2,1,1,68987.55,3,GOLD,973
587,Spain,Male,42,5,120233.83,1,1,0,194890.33,4,PLATINUM,736
716,Germany,Female,18,3,128743.8,1,0,0,197322.13,5,GOLD,243
709,Germany,Male,30,9,115479.48,2,1,1,134732.99,2,DIAMOND,488
488,France,Male,34,3,0.0,2,1,1,125979.36,1,GOLD,974
776,France,Female,29,7,178171.04,2,1,1,115818.51,5,DIAMOND,977
520,France,Male,58,3,0.0,2,0,1,32790.02,5,DIAMOND,253
545,France,Male,30,3,0.0,2,1,0,170307.43,4,PLATINUM,396
655,France,Female,34,3,0.0,2,1,0,159638.77,1,DIAMOND,508
781,France,Female,38,3,128345.69,2,1,0,63218.85,2,SILVER,608
616,Germany,Male,41,10,113220.2,2,1,1,114072.91,3,SILVER,596
618,Germany,Female,29,10,100315.1,2,1,1,32526.64,1,SILVER,812
687,Spain,Female,72,4,0.0,2,1,1,50267.69,3,GOLD,595
458,Spain,Female,35,5,166492.48,1,1,0,135287.74,3,SILVER,603
651,France,Female,32,8,144581.96,1,1,1,87609.5,1,SILVER,853
538,Spain,Male,40,8,0.0,2,1,1,25554.4,1,DIAMOND,879
773,France,Female,50,4,0.0,2,1,0,129372.94,4,GOLD,504
811,France,Male,30,6,0.0,2,1,1,180591.32,2,SILVER,227
520,France,Male,31,4,93249.4,1,1,0,77335.75,1,DIAMOND,759
651,Germany,Female,37,10,117791.06,2,1,1,75837.58,2,GOLD,276
630,Germany,Female,34,9,106937.05,2,1,0,138275.01,3,SILVER,624
593,France,Male,33,1,0.0,2,0,0,9984.4,4,DIAMOND,357
592,Germany,Male,31,7,124593.23,1,1,0,86079.67,2,DIAMOND,326
705,Germany,Female,46,4,115518.07,1,0,0,76544.9,3,PLATINUM,576
713,Germany,Female,61,4,149525.34,2,1,0,123663.63,2,SILVER,798
678,France,Male,26,3,0.0,2,1,0,4989.33,4,SILVER,694
707,France,Male,33,2,0.0,2,0,0,130866.95,4,GOLD,993
835,France,Female,56,2,0.0,2,1,1,39820.13,5,PLATINUM,625
753,Germany,Female,38,1,117314.92,1,1,0,122021.33,5,DIAMOND,645
718,France,Female,67,7,0.0,3,1,1,82782.08,5,PLATINUM,710
734,France,Male,43,7,107805.67,1,0,0,182505.68,2,DIAMOND,327
622,Spain,Female,41,9,0.0,2,1,1,155786.39,3,PLATINUM,292
695,Spain,Female,35,7,79858.13,2,1,1,127977.66,5,PLATINUM,408
704,France,Female,33,0,130499.09,2,1,1,74804.36,2,SILVER,694
755,France,Male,30,4,123217.66,2,0,1,144183.1,3,GOLD,786
702,France,Male,45,9,74989.58,1,1,1,171014.69,3,SILVER,811
688,Spain,Female,46,3,0.0,2,0,1,104902.68,2,PLATINUM,752
744,Germany,Female,41,2,84113.41,1,1,0,197548.63,2,SILVER,428
549,Germany,Female,43,3,134985.66,1,1,0,6101.41,3,PLATINUM,903
771,Germany,Female,36,5,77846.9,1,0,0,99805.99,5,PLATINUM,895
615,France,Male,45,5,0.0,2,1,1,164886.64,4,DIAMOND,537
559,France,Female,34,5,68999.66,2,1,1,66879.27,2,PLATINUM,840
729,Germany,Male,30,6,63669.42,1,1,0,145111.37,2,GOLD,484
418,France,Male,28,7,98738.92,1,1,0,122190.22,3,GOLD,465
537,Germany,Male,48,4,131834.8,1,1,0,166476.95,3,DIAMOND,925
712,France,Female,33,6,0.0,2,1,1,190686.16,5,GOLD,460
803,Spain,Female,37,1,0.0,2,0,0,7455.2,4,SILVER,663
850,Germany,Female,45,1,121874.89,1,0,0,6865.41,3,DIAMOND,469
535,Spain,Male,58,1,0.0,2,1,1,11779.98,4,PLATINUM,927
790,Spain,Male,37,8,0.0,2,1,1,149418.41,4,GOLD,348
582,France,Female,39,1,132077.48,2,1,0,192255.15,3,GOLD,348
367,Spain,Male,42,6,93608.28,1,1,0,168816.73,3,PLATINUM,592
576,France,Male,39,9,84719.98,1,0,0,191063.36,5,GOLD,724
552,France,Male,33,5,140931.57,1,0,1,10921.5,5,PLATINUM,330
429,France,Female,27,6,117307.44,2,1,1,24020.49,4,DIAMOND,985
752,Spain,Female,36,3,0.0,2,1,1,48505.1,5,GOLD,784
654,France,Male,29,1,0.0,1,1,0,180345.44,3,SILVER,711
850,Spain,Male,54,7,108185.81,2,0,0,24093.4,3,PLATINUM,431
653,France,Female,31,7,102575.04,1,1,1,11043.54,5,GOLD,283
617,Spain,Female,45,1,0.0,1,1,0,143298.06,4,DIAMOND,323
742,France,Male,27,0,0.0,2,0,1,131534.96,1,GOLD,905
728,France,Male,33,8,129907.63,1,0,1,36083.96,2,GOLD,913
656,France,Male,44,10,143571.52,1,0,0,127444.14,1,DIAMOND,614
697,Germany,Male,29,0,172693.54,1,0,0,141798.98,2,DIAMOND,267
590,Spain,Male,37,1,0.0,2,0,0,133535.99,2,GOLD,930
679,France,Female,30,1,112543.42,1,1,1,179435.21,1,PLATINUM,228
700,France,Female,36,4,0.0,2,1,0,130789.15,2,GOLD,663
515,France,Female,58,2,131852.81,1,1,0,81436.68,1,SILVER,929
717,Spain,Female,39,6,0.0,2,1,0,93275.61,3,DIAMOND,988
734,Germany,Female,30,7,123040.38,1,1,1,76503.06,2,PLATINUM,645
653,France,Female,42,1,0.0,2,1,1,5768.32,2,SILVER,397
474,France,Male,33,5,0.0,2,1,0,181945.52,1,DIAMOND,454
590,France,Male,39,9,0.0,2,1,1,104730.52,5,PLATINUM,474
696,Germany,Male,30,4,114027.7,1,1,1,193716.56,2,GOLD,597
653,Spain,Male,35,9,0.0,2,1,1,45956.05,4,GOLD,441
782,Spain,Male,34,6,147422.44,1,0,1,42143.61,5,GOLD,960
595,France,Male,41,9,0.0,2,1,0,5967.09,5,GOLD,369
777,France,Male,36,7,0.0,1,1,0,106472.34,2,SILVER,537
742,France,Male,33,6,0.0,2,0,0,38550.4,3,PLATINUM,324
605,France,Female,51,3,136188.78,1,1,1,67110.59,1,PLATINUM,683
666,France,Male,47,2,0.0,1,1,0,35046.97,4,GOLD,354
608,France,Male,37,5,146093.39,2,0,0,160593.41,3,SILVER,808
484,Spain,Male,36,8,0.0,2,1,0,186136.48,1,PLATINUM,512
667,Germany,Male,70,3,77356.92,2,1,1,20881.96,2,GOLD,681
538,France,Male,31,1,0.0,2,1,0,1375.46,1,PLATINUM,360
603,Germany,Female,40,8,148897.02,1,0,0,105052.9,1,DIAMOND,352
687,France,Female,44,9,0.0,2,0,0,103042.2,4,DIAMOND,309
596,Germany,Male,47,5,140187.1,2,1,1,174311.3,1,PLATINUM,281
730,Spain,Male,25,5,167385.81,1,1,1,56307.51,5,PLATINUM,452
850,Spain,Female,23,9,143054.85,1,0,1,62980.96,3,PLATINUM,930
628,France,Male,25,7,0.0,2,1,1,195977.75,2,PLATINUM,495
598,France,Female,64,9,0.0,1,0,1,13181.37,5,GOLD,753
513,Spain,Male,48,2,0.0,1,1,1,114709.13,3,SILVER,497
666,France,Male,43,7,137780.74,2,1,1,119100.05,3,SILVER,817
695,Germany,Male,52,8,103023.26,1,1,1,22485.64,2,GOLD,282
626,Spain,Female,37,6,108269.37,1,1,0,5597.94,2,DIAMOND,457
550,France,Female,48,6,0.0,2,1,1,191870.28,2,PLATINUM,730
802,France,Male,38,1,142557.11,1,1,1,172497.73,4,DIAMOND,670
513,Spain,Male,39,7,89039.9,2,1,1,146738.83,1,DIAMOND,675
591,France,Male,40,2,99886.42,2,1,1,88695.19,2,GOLD,675
426,France,Female,34,3,0.0,2,1,1,61230.83,4,DIAMOND,353
683,France,Female,42,4,148283.94,1,1,1,44692.63,4,SILVER,268
504,Spain,Male,44,4,113522.64,1,1,1,12405.2,1,SILVER,947
570,France,Female,30,10,176173.52,1,1,0,97045.32,2,GOLD,539
560,France,Male,24,1,116084.32,1,1,0,89734.7,2,DIAMOND,591
733,France,Male,51,10,141556.96,1,1,0,130189.53,3,SILVER,800
648,Spain,Male,46,9,127209.0,2,1,0,77405.95,4,GOLD,932
611,Germany,Male,31,0,107884.81,2,1,1,183487.98,2,DIAMOND,388
690,France,Male,39,6,0.0,2,1,0,160532.88,1,PLATINUM,517
649,France,Female,36,8,0.0,2,0,1,109179.89,3,DIAMOND,674
649,Spain,Male,51,4,0.0,1,1,1,150390.57,3,PLATINUM,782
806,Spain,Female,37,2,137794.18,2,0,1,75232.02,2,SILVER,691
671,Spain,Female,34,5,130929.02,4,1,1,28238.25,1,PLATINUM,586
472,Spain,Female,32,1,159397.75,1,0,1,57323.18,4,PLATINUM,829
709,France,Male,49,4,154344.49,2,1,1,38794.57,2,DIAMOND,330
704,Spain,Male,33,3,0.0,2,1,0,73018.74,4,GOLD,697
718,France,Female,31,0,118100.59,2,1,0,103165.15,4,GOLD,870
692,France,Female,31,2,0.0,2,1,0,91829.17,4,SILVER,720
659,Germany,Female,32,3,150923.74,2,0,1,174652.51,2,PLATINUM,849
518,France,Female,27,1,133801.49,1,1,1,143315.57,1,DIAMOND,938
764,France,Male,30,5,0.0,2,0,1,105155.66,3,DIAMOND,876
487,France,Male,45,2,0.0,2,1,0,77475.73,1,SILVER,360
670,Spain,Male,43,1,97792.21,1,0,0,120225.62,4,SILVER,701
624,Spain,Female,34,6,0.0,1,1,0,582.59,5,PLATINUM,468
524,France,Male,29,7,0.0,2,1,1,105448.74,3,PLATINUM,717
594,Spain,Female,38,7,96858.35,1,1,0,77511.45,1,DIAMOND,797
733,France,Male,22,5,0.0,2,1,1,117202.19,3,DIAMOND,279
778,France,Male,38,3,145018.49,2,1,1,126702.41,2,SILVER,598
637,Germany,Male,50,4,126345.55,1,0,1,17323.0,3,PLATINUM,683
571,France,Female,33,9,0.0,2,0,1,77519.62,2,PLATINUM,702
659,France,Female,38,3,0.0,2,1,0,158553.1,5,SILVER,804
674,Germany,Female,36,6,100762.64,1,1,0,182156.86,3,PLATINUM,397
570,France,Male,37,6,0.0,1,1,1,187758.5,2,SILVER,469
376,France,Female,46,6,0.0,1,1,0,157333.69,2,PLATINUM,979
467,Spain,Male,39,5,0.0,2,1,1,7415.96,5,SILVER,994
575,Spain,Male,41,2,100062.39,1,0,0,126307.25,1,GOLD,599
742,Spain,Male,24,8,0.0,2,1,0,4070.28,4,DIAMOND,255
573,France,Female,47,8,154543.98,1,1,0,29586.73,4,DIAMOND,842
513,France,Male,29,10,0.0,2,0,1,25514.77,5,GOLD,536
623,France,Female,28,4,0.0,2,1,0,41227.67,3,GOLD,297
733,Spain,Female,30,0,83319.28,1,0,0,57769.2,2,PLATINUM,627
576,Spain,Male,45,5,133618.01,1,0,0,135244.87,3,SILVER,291
649,France,Female,41,3,130931.83,1,1,1,144808.37,1,PLATINUM,457
529,France,Female,31,2,164003.05,2,1,1,60993.23,3,SILVER,407
624,France,Male,51,10,123401.43,2,1,1,127825.25,4,SILVER,242
776,Germany,Male,38,5,112281.7,1,0,1,89893.6,4,DIAMOND,962
594,France,Female,31,0,79340.95,1,1,0,78255.86,5,PLATINUM,400
747,France,Male,43,1,130788.71,1,0,1,101495.0,4,PLATINUM,292
572,France,Male,24,1,0.0,2,1,1,151460.84,3,GOLD,827
850,Spain,Male,28,9,97408.03,1,1,1,175853.64,3,GOLD,962
496,France,Female,34,1,102723.35,2,1,0,180844.81,2,SILVER,310
665,Germany,Female,37,3,111911.63,1,1,1,110359.68,4,GOLD,413
636,Germany,Male,30,8,141787.31,2,1,1,109685.61,3,SILVER,405
669,Germany,Female,50,4,112650.89,1,0,0,166386.22,2,PLATINUM,440
585,France,Female,32,8,144705.87,2,0,0,171482.56,1,PLATINUM,767
709,France,Male,39,8,0.0,2,1,0,56214.09,3,GOLD,958
697,Spain,Female,25,5,82931.85,2,1,1,128373.88,1,PLATINUM,282
710,Germany,Female,46,10,120530.34,1,1,0,166586.99,4,DIAMOND,977
549,Germany,Female,31,9,135020.21,2,1,1,23343.18,2,DIAMOND,803
674,France,Female,42,9,0.0,2,1,0,4292.72,1,SILVER,632
630,France,Male,40,8,0.0,2,1,1,42495.81,3,DIAMOND,960
503,Germany,Male,42,9,153279.39,1,1,1,151336.96,4,DIAMOND,307
555,Spain,Male,33,1,56084.69,2,0,0,178798.13,5,PLATINUM,481
583,Germany,Male,35,8,149995.72,2,1,0,42143.55,1,PLATINUM,540
617,France,Female,28,0,0.0,2,1,1,7597.83,3,SILVER,922
669,Germany,Male,45,1,123949.75,1,0,0,110881.56,2,DIAMOND,298
653,Germany,Female,38,5,114268.22,2,1,1,89524.83,1,PLATINUM,693
661,France,Male,41,5,0.0,1,0,1,88279.6,3,GOLD,594
549,Germany,Male,41,9,95020.8,3,1,1,131710.59,5,DIAMOND,793
733,France,Male,42,9,120094.93,1,1,0,184056.45,5,PLATINUM,668
692,Spain,Female,47,3,0.0,2,1,0,150802.41,3,SILVER,525
667,Spain,Male,35,4,97585.32,2,0,0,57213.46,4,GOLD,369
734,France,Female,29,0,139994.66,1,1,0,17744.72,2,GOLD,965
624,Spain,Male,38,7,123906.55,1,1,0,135096.78,4,GOLD,799
649,Spain,Female,47,8,110783.28,1,1,1,71420.16,3,PLATINUM,768
671,Germany,Female,31,6,105864.6,2,1,0,145567.34,5,GOLD,674
538,France,Female,32,2,0.0,1,1,1,80130.54,3,PLATINUM,559
523,Germany,Female,39,1,143903.11,1,1,1,118711.75,1,SILVER,732
642,France,Male,26,1,138023.79,2,0,1,117060.2,3,GOLD,794
607,Spain,Female,32,7,0.0,3,0,1,10674.62,4,DIAMOND,701
635,Germany,Male,53,8,117005.55,1,0,1,123646.57,3,SILVER,882
555,France,Male,40,10,43028.77,1,1,0,170514.21,2,GOLD,997
630,Spain,Male,35,1,0.0,2,0,0,186826.22,1,PLATINUM,548
490,Spain,Female,38,3,97266.1,1,1,1,92797.23,4,DIAMOND,762
850,Germany,Female,43,8,92244.83,2,1,0,54949.73,2,PLATINUM,304
751,France,Female,39,3,0.0,2,1,1,84175.34,4,DIAMOND,254
724,Germany,Female,33,9,119278.44,1,1,1,197148.24,2,GOLD,306
815,France,Male,35,4,0.0,2,0,1,198490.33,2,DIAMOND,680
610,France,Male,34,0,103108.17,1,0,0,125646.82,1,DIAMOND,738
763,France,Male,35,9,0.0,1,1,1,31372.91,3,SILVER,445
796,Germany,Female,40,1,99745.95,1,1,0,177524.19,2,DIAMOND,547
600,France,Female,28,6,0.0,2,0,1,52193.23,3,GOLD,910
528,Germany,Male,39,0,127631.62,1,0,1,22197.8,4,PLATINUM,654
801,Spain,Female,46,6,0.0,2,1,1,170008.74,3,SILVER,557
807,France,Female,47,9,167664.83,1,0,0,125440.11,4,SILVER,622
559,France,Male,34,2,137390.11,2,1,0,9677.0,4,PLATINUM,796
732,Spain,Female,67,1,0.0,2,1,1,177783.04,5,DIAMOND,407
758,France,Female,42,7,0.0,2,0,1,76209.56,2,SILVER,430
660,France,Female,35,6,100768.77,1,1,0,19199.61,2,DIAMOND,659
551,France,Male,37,3,0.0,2,1,1,50578.4,1,PLATINUM,936
812,France,Male,32,5,133050.97,2,1,0,89385.92,2,SILVER,240
702,Spain,Female,35,8,14262.8,2,1,0,54689.16,3,SILVER,372
633,France,Male,35,3,0.0,2,1,1,36249.76,2,GOLD,376
820,Germany,Male,39,9,111336.89,1,1,0,16770.31,5,PLATINUM,753
681,France,Male,38,6,153722.47,1,1,0,101319.76,2,PLATINUM,580
664,France,Female,36,0,103502.22,1,1,1,146191.82,2,SILVER,825
820,Spain,Male,34,10,97208.46,1,1,1,59553.34,2,GOLD,827
637,France,Male,40,8,125470.81,1,1,1,174536.17,4,PLATINUM,658
676,France,Male,40,8,114005.78,1,1,1,67998.45,3,PLATINUM,324
658,France,Female,31,7,123974.96,1,1,0,102153.75,3,DIAMOND,226
599,France,Female,43,4,0.0,1,1,0,170347.1,5,PLATINUM,550
542,Germany,Male,25,8,139330.1,1,0,0,54372.37,4,DIAMOND,629
605,Spain,Female,36,9,0.0,2,0,1,35521.63,2,DIAMOND,825
622,France,Male,35,8,0.0,2,1,1,131772.51,5,SILVER,574
615,France,Male,64,0,81564.1,2,0,1,35896.09,3,SILVER,586
559,France,Female,38,8,95139.41,1,1,1,86575.46,4,PLATINUM,286
631,Germany,Female,34,6,125227.82,2,0,1,128247.03,2,PLATINUM,305
537,France,Male,26,7,106397.75,1,0,0,103563.23,3,DIAMOND,445
